GCC	54	23.91	26.33	25.86	23.91	0.00	0.00
GCC	55	24.26	25.72	25.58	24.43	0.00	0.00
GCC	56	23.87	26.06	26.19	23.88	0.00	0.00
GCC	57	24.06	26.15	25.70	24.08	0.00	0.00
GCC	58	24.97	25.40	24.91	24.72	0.00	0.00
GCC	59	23.57	26.70	26.22	23.50	0.00	0.00
GCC	60	23.98	26.22	25.85	23.95	0.00	0.00
GCC	61	24.00	26.00	25.87	24.13	0.00	0.00
GCC	62	24.12	25.94	25.86	24.08	0.00	0.00
GCC	63	24.17	26.05	25.76	24.02	0.00	0.00
GCC	64	24.10	25.93	25.83	24.14	0.00	0.00
GCC	65	24.11	26.10	26.07	23.73	0.00	0.00
GCC	66	24.34	25.73	25.67	24.26	0.00	0.00
GCC	67	24.57	25.55	25.48	24.40	0.00	0.00
GCC	68	23.64	26.46	26.11	23.78	0.00	0.00
GCC	69	24.07	26.02	25.69	24.23	0.00	0.00
GCC	70	23.99	25.86	25.81	24.35	0.00	0.00
GCC	71	23.65	26.45	26.40	23.49	0.00	0.00
GCC	72	24.19	26.07	25.67	24.08	0.00	0.00
GCC	73	24.46	25.39	25.67	24.47	0.00	0.00
GCC	74	24.12	25.75	26.00	24.12	0.00	0.00
GCC	75	23.70	26.28	26.18	23.84	0.00	0.00
GCC	76	24.34	25.61	25.62	24.42	0.00	0.00
GCC	77	23.99	25.95	25.93	24.13	0.00	0.00
GCC	78	24.12	25.93	25.83	24.12	0.00	0.00
GCC	79	24.30	25.81	25.33	24.56	0.00	0.00
GCC	80	24.25	25.92	25.62	24.21	0.00	0.00
GCC	81	23.54	26.20	26.64	23.62	0.00	0.00
GCC	82	25.27	24.79	25.02	24.93	0.00	0.00
GCC	83	24.61	25.25	25.62	24.51	0.00	0.00
GCC	84	24.44	25.60	25.49	24.47	0.00	0.00
GCC	85	24.48	25.48	25.57	24.46	0.00	0.00
GCC	86	24.22	25.98	25.76	24.04	0.00	0.00
GCC	87	23.78	26.18	26.14	23.90	0.00	0.00
GCC	88	24.95	25.10	24.85	25.09	0.00	0.00
GCC	89	24.33	25.82	25.58	24.27	0.00	0.00
GCC	90	24.46	25.42	25.58	24.54	0.00	0.00
# ACGT content per cycle, read oriented. Use `grep ^GCT | cut -f 2-` to extract this part. The columns are: cycle; A,C,G,T base counts as a percentage of all A/C/G/T bases [%]
GCT	1	0.00	0.00	0.00	100.00
GCT	2	0.00	0.00	100.00	0.00
GCT	3	0.00	100.00	0.00	0.00
GCT	4	100.00	0.00	0.00	0.00
GCT	5	0.00	0.00	100.00	0.00
GCT	6	22.38	28.33	30.12	19.16
GCT	7	26.47	21.96	28.41	23.16
GCT	8	25.15	28.27	25.80	20.77
GCT	9	22.90	29.19	24.67	23.24
GCT	10	25.86	22.59	24.90	26.65
GCT	11	22.40	25.52	28.72	23.36
GCT	12	24.41	27.16	27.29	21.13
GCT	13	24.58	23.04	26.28	26.10
GCT	14	21.81	25.24	29.89	23.07
GCT	15	22.94	25.24	28.26	23.56
GCT	16	25.38	23.80	27.07	23.75
GCT	17	21.83	27.89	27.49	22.79
GCT	18	23.52	27.91	25.31	23.26
GCT	19	23.94	27.75	24.14	24.17
GCT	20	22.27	28.51	25.58	23.64
GCT	21	24.49	26.95	25.60	22.96
GCT	22	23.96	24.51	26.48	25.04
GCT	23	22.55	25.70	29.13	22.62
GCT	24	24.62	25.03	27.85	22.51
GCT	25	24.81	24.43	25.51	25.25
GCT	26	22.65	25.36	28.05	23.95
GCT	27	23.58	26.57	27.07	22.78
GCT	28	24.50	26.31	25.15	24.04
GCT	29	23.78	26.19	26.95	23.08
GCT	30	22.53	27.22	26.09	24.16
GCT	31	24.28	24.41	26.98	24.33
GCT	32	22.93	27.00	27.28	22.78
GCT	33	24.39	26.46	26.74	22.41
GCT	34	24.70	25.96	25.19	24.15
GCT	35	22.64	26.93	26.46	23.96
GCT	36	23.22	27.18	25.94	23.66
GCT	37	24.00	26.57	25.04	24.39
GCT	38	21.32	27.81	26.66	24.21
GCT	39	21.58	29.01	25.62	23.79
GCT	40	22.49	27.12	24.99	25.41
GCT	41	22.70	27.60	26.82	22.87
GCT	42	23.14	28.56	24.83	23.47
GCT	43	25.09	25.68	25.03	24.20
GCT	44	23.39	27.69	25.94	22.97
GCT	45	23.81	26.86	25.42	23.91
GCT	46	24.57	25.81	25.72	23.90
GCT	47	23.25	26.71	26.30	23.74
GCT	48	23.96	26.98	25.42	23.64
GCT	49	23.99	26.21	24.96	24.84
GCT	50	23.27	26.71	26.20	23.81
GCT	51	23.70	27.08	25.59	23.63
GCT	52	24.24	26.05	25.23	24.48
GCT	53	23.71	26.52	25.72	24.05
GCT	54	23.98	26.84	25.35	23.84
GCT	55	23.80	26.26	25.04	24.90
GCT	56	23.44	27.06	25.20	24.30
GCT	57	24.09	27.50	24.36	24.05
GCT	58	25.00	26.11	24.20	24.69
GCT	59	22.57	27.31	25.61	24.50
GCT	60	23.90	26.94	25.13	24.03
GCT	61	23.81	26.81	25.05	24.32
GCT	62	23.79	26.79	25.01	24.41
GCT	63	24.06	26.15	25.66	24.13
GCT	64	23.72	26.44	25.32	24.52
GCT	65	23.45	26.88	25.29	24.39
GCT	66	24.45	26.29	25.11	24.15
GCT	67	24.23	26.17	24.86	24.74
GCT	68	23.60	26.72	25.86	23.82
GCT	69	23.58	26.85	24.86	24.72
GCT	70	23.81	26.17	25.50	24.52
GCT	71	23.61	27.80	25.05	23.53
GCT	72	24.73	26.79	24.94	23.54
GCT	73	24.60	26.28	24.78	24.34
GCT	74	24.09	26.52	25.23	24.15
GCT	75	23.78	26.87	25.59	23.76
GCT	76	24.10	26.40	24.83	24.67
GCT	77	24.41	27.12	24.75	23.71
GCT	78	24.15	26.78	24.98	24.09
GCT	79	24.42	26.07	25.07	24.44
GCT	80	24.79	25.87	25.66	23.68
GCT	81	24.14	27.08	25.76	23.02
GCT	82	26.52	25.56	24.24	23.68
GCT	83	24.77	26.38	24.49	24.36
GCT	84	24.81	26.69	24.40	24.10
GCT	85	25.16	25.14	25.92	23.79
GCT	86	24.52	24.73	27.01	23.74
GCT	87	25.35	25.66	26.66	22.33
GCT	88	27.04	24.58	25.37	23.01
GCT	89	25.86	24.02	27.38	22.74
GCT	90	27.18	24.38	26.62	21.82
# ACGT content per cycle for first fragments. Use `grep ^FBC | cut -f 2-` to extract this part. The columns are: cycle; A,C,G,T base counts as a percentage of all A/C/G/T bases [%]; and N and O counts as a percentage of all A/C/G/T bases [%]
FBC	1	47.58	0.00	0.00	52.42	0.00	0.00
FBC	2	0.00	47.58	52.42	0.00	0.00	0.00
FBC	3	0.00	52.42	47.58	0.00	0.00	0.00
FBC	4	52.42	0.00	0.00	47.58	0.00	0.00
FBC	5	0.00	47.58	52.42	0.00	0.00	0.00
FBC	6	20.72	29.19	29.27	20.82	0.00	0.00
FBC	7	24.99	25.07	25.30	24.64	0.00	0.00
FBC	8	23.08	27.15	26.92	22.84	0.00	0.00
FBC	9	23.18	27.21	26.65	22.96	0.00	0.00
FBC	10	26.11	23.76	23.73	26.40	0.00	0.00
FBC	11	22.88	27.10	27.14	22.88	0.00	0.00
FBC	12	22.75	27.34	27.12	22.80	0.00	0.00
FBC	13	25.19	24.55	24.77	25.49	0.00	0.00
FBC	14	22.11	27.36	27.76	22.77	0.00	0.00
FBC	15	23.14	26.69	26.81	23.36	0.00	0.00
FBC	16	24.48	25.44	25.44	24.64	0.00	0.00
FBC	17	22.32	27.59	27.79	22.30	0.00	0.00
FBC	18	23.25	26.68	26.54	23.53	0.00	0.00
FBC	19	23.94	26.05	25.85	24.17	0.00	0.00
FBC	20	22.68	27.08	27.01	23.23	0.00	0.00
FBC	21	23.82	26.36	26.20	23.63	0.00	0.00
FBC	22	24.42	25.57	25.43	24.58	0.00	0.00
FBC	23	22.61	27.34	27.49	22.55	0.00	0.00
FBC	24	23.47	26.28	26.59	23.66	0.00	0.00
FBC	25	25.00	24.87	25.07	25.06	0.00	0.00
FBC	26	23.16	26.58	26.83	23.43	0.00	0.00
FBC	27	23.07	26.73	26.91	23.29	0.00	0.00
FBC	28	24.27	25.68	25.78	24.27	0.00	0.00
FBC	29	23.40	26.60	26.54	23.46	0.00	0.00
FBC	30	23.26	26.75	26.56	23.43	0.00	0.00
FBC	31	24.19	25.79	25.60	24.42	0.00	0.00
FBC	32	22.57	27.16	27.13	23.14	0.00	0.00
FBC	33	23.53	26.60	26.59	23.28	0.00	0.00
FBC	34	24.42	25.56	25.59	24.43	0.00	0.00
FBC	35	23.22	26.64	26.76	23.39	0.00	0.00
FBC	36	23.27	26.57	26.54	23.61	0.00	0.00
FBC	37	24.05	25.86	25.76	24.34	0.00	0.00
FBC	38	22.76	27.36	27.11	22.77	0.00	0.00
FBC	39	22.56	27.42	27.22	22.80	0.00	0.00
FBC	40	23.77	26.09	26.02	24.13	0.00	0.00
FBC	41	22.78	27.19	27.24	22.79	0.00	0.00
FBC	42	23.35	26.98	26.42	23.25	0.00	0.00
FBC	43	24.60	25.46	25.25	24.69	0.00	0.00
FBC	44	23.19	26.89	26.75	23.17	0.00	0.00
FBC	45	23.84	26.17	26.11	23.89	0.00	0.00
FBC	46	24.30	25.76	25.77	24.17	0.00	0.00
FBC	47	23.48	26.51	26.49	23.52	0.00	0.00
FBC	48	23.78	26.30	26.11	23.81	0.00	0.00
FBC	49	24.34	25.84	25.32	24.49	0.00	0.00
FBC	50	23.60	26.53	26.38	23.49	0.00	0.00
FBC	51	23.81	26.35	26.32	23.53	0.00	0.00
FBC	52	24.42	25.78	25.51	24.29	0.00	0.00
FBC	53	23.85	26.18	26.05	23.92	0.00	0.00
FBC	54	23.91	26.33	25.86	23.91	0.00	0.00
FBC	55	24.26	25.72	25.58	24.43	0.00	0.00
FBC	56	23.87	26.06	26.19	23.88	0.00	0.00
FBC	57	24.06	26.15	25.70	24.08	0.00	0.00
FBC	58	24.97	25.40	24.91	24.72	0.00	0.00
FBC	59	23.57	26.70	26.22	23.50	0.00	0.00
FBC	60	23.98	26.22	25.85	23.95	0.00	0.00
FBC	61	24.00	26.00	25.87	24.13	0.00	0.00
FBC	62	24.12	25.94	25.86	24.08	0.00	0.00
FBC	63	24.17	26.05	25.76	24.02	0.00	0.00
FBC	64	24.10	25.93	25.83	24.14	0.00	0.00
FBC	65	24.11	26.10	26.07	23.73	0.00	0.00
FBC	66	24.34	25.73	25.67	24.26	0.00	0.00
FBC	67	24.57	25.55	25.48	24.40	0.00	0.00
FBC	68	23.64	26.46	26.11	23.78	0.00	0.00
FBC	69	24.07	26.02	25.69	24.23	0.00	0.00
FBC	70	23.99	25.86	25.81	24.35	0.00	0.00
FBC	71	23.65	26.45	26.40	23.49	0.00	0.00
FBC	72	24.19	26.07	25.67	24.08	0.00	0.00
FBC	73	24.46	25.39	25.67	24.47	0.00	0.00
FBC	74	24.12	25.75	26.00	24.12	0.00	0.00
FBC	75	23.70	26.28	26.18	23.84	0.00	0.00
FBC	76	24.34	25.61	25.62	24.42	0.00	0.00
FBC	77	23.99	25.95	25.93	24.13	0.00	0.00
FBC	78	24.12	25.93	25.83	24.12	0.00	0.00
FBC	79	24.30	25.81	25.33	24.56	0.00	0.00
FBC	80	24.25	25.92	25.62	24.21	0.00	0.00
FBC	81	23.54	26.20	26.64	23.62	0.00	0.00
FBC	82	25.27	24.79	25.02	24.93	0.00	0.00
FBC	83	24.61	25.25	25.62	24.51	0.00	0.00
FBC	84	24.44	25.60	25.49	24.47	0.00	0.00
FBC	85	24.48	25.48	25.57	24.46	0.00	0.00
FBC	86	24.22	25.98	25.76	24.04	0.00	0.00
FBC	87	23.78	26.18	26.14	23.90	0.00	0.00
FBC	88	24.95	25.10	24.85	25.09	0.00	0.00
FBC	89	24.33	25.82	25.58	24.27	0.00	0.00
FBC	90	24.46	25.42	25.58	24.54	0.00	0.00
# ACGT raw counters for first fragments. Use `grep ^FTC | cut -f 2-` to extract this part. The columns are: A,C,G,T,N base counters
FTC	46717218	52558338	52546670	46835955	0
# ACGT content per cycle for last fragments. Use `grep ^LBC | cut -f 2-` to extract this part. The columns are: cycle; A,C,G,T base counts as a percentage of all A/C/G/T bases [%]; and N and O counts as a percentage of all A/C/G/T bases [%]
# ACGT raw counters for last fragments. Use `grep ^LTC | cut -f 2-` to extract this part. The columns are: A,C,G,T,N base counters
LTC	0	0	0	0	0
# Insert sizes. Use `grep ^IS | cut -f 2-` to extract this part. The columns are: insert size, pairs total, inward oriented pairs, outward oriented pairs, other pairs
# Read lengths. Use `grep ^RL | cut -f 2-` to extract this part. The columns are: read length, count
RL	40	32685
RL	41	37320
RL	42	32911
RL	43	60357
RL	44	30065
RL	45	46420
RL	46	38919
RL	47	28949
RL	48	33367
RL	49	27555
RL	50	27134
RL	51	25421
RL	52	27362
RL	53	27055
RL	54	34034
RL	55	28553
RL	56	31462
RL	57	27573
RL	58	30246
RL	59	24126
RL	60	26095
RL	61	26644
RL	62	30341
RL	63	25999
RL	64	26993
RL	65	25142
RL	66	22596
RL	67	24046
RL	68	23061
RL	69	24175
RL	70	24241
RL	71	23651
RL	72	32936
RL	73	25239
RL	74	22849
RL	75	21485
RL	76	22757
RL	77	22354
RL	78	25103
RL	79	448
RL	80	758
RL	81	1029
RL	82	1147
RL	83	1340
RL	84	1460
RL	85	1565
RL	86	1833
RL	87	2131
RL	88	3516
RL	89	11690
RL	90	1465051
# Read lengths - first fragments. Use `grep ^FRL | cut -f 2-` to extract this part. The columns are: read length, count
FRL	40	32685
FRL	41	37320
FRL	42	32911
FRL	43	60357
FRL	44	30065
FRL	45	46420
FRL	46	38919
FRL	47	28949
FRL	48	33367
FRL	49	27555
FRL	50	27134
FRL	51	25421
FRL	52	27362
FRL	53	27055
FRL	54	34034
FRL	55	28553
FRL	56	31462
FRL	57	27573
FRL	58	30246
FRL	59	24126
FRL	60	26095
FRL	61	26644
FRL	62	30341
FRL	63	25999
FRL	64	26993
FRL	65	25142
FRL	66	22596
FRL	67	24046
FRL	68	23061
FRL	69	24175
FRL	70	24241
FRL	71	23651
FRL	72	32936
FRL	73	25239
FRL	74	22849
FRL	75	21485
FRL	76	22757
FRL	77	22354
FRL	78	25103
FRL	79	448
FRL	80	758
FRL	81	1029
FRL	82	1147
FRL	83	1340
FRL	84	1460
FRL	85	1565
FRL	86	1833
FRL	87	2131
FRL	88	3516
FRL	89	11690
FRL	90	1465051
# Read lengths - last fragments. Use `grep ^LRL | cut -f 2-` to extract this part. The columns are: read length, count
# Mapping qualities for reads !(UNMAP|SECOND|SUPPL|QCFAIL|DUP). Use `grep ^MAPQ | cut -f 2-` to extract this part. The columns are: mapq, count
MAPQ	0	318246
MAPQ	1	3786
MAPQ	2	5836
MAPQ	3	5565
MAPQ	4	4133
MAPQ	5	4209
MAPQ	6	4110
MAPQ	7	4626
MAPQ	8	4994
MAPQ	9	5114
MAPQ	10	5142
MAPQ	11	2851
MAPQ	12	2627
MAPQ	13	2148
MAPQ	14	1298
MAPQ	15	1524
MAPQ	16	1475
MAPQ	17	1597
MAPQ	18	1474
MAPQ	19	1762
MAPQ	20	2110
MAPQ	21	1987
MAPQ	22	3066
MAPQ	23	2446
MAPQ	24	3781
MAPQ	25	3388
MAPQ	26	2129
MAPQ	27	3077
MAPQ	28	1676
MAPQ	29	1686
MAPQ	30	1990
MAPQ	31	1628
MAPQ	32	1898
MAPQ	33	2116
MAPQ	34	1607
MAPQ	35	2038
MAPQ	36	1588
MAPQ	37	2241
MAPQ	38	1868
MAPQ	39	2098
MAPQ	40	2084
MAPQ	41	1866
MAPQ	42	2134
MAPQ	43	1702
MAPQ	44	3224
MAPQ	45	2026
MAPQ	46	2250
MAPQ	47	3142
MAPQ	48	2841
MAPQ	49	4112
MAPQ	50	3224
MAPQ	51	3151
MAPQ	52	3574
MAPQ	53	2558
MAPQ	54	6117
MAPQ	55	4149
MAPQ	56	3141
MAPQ	57	4311
MAPQ	58	3755
MAPQ	59	5654
MAPQ	60	2001807
# Indel distribution. Use `grep ^ID | cut -f 2-` to extract this part. The columns are: length, number of insertions, number of deletions
ID	1	48827	67335
ID	2	15419	19947
ID	3	8031	9609
ID	4	4675	6697
ID	5	3103	4160
ID	6	2886	4055
ID	7	1669	2655
ID	8	1507	2648
ID	9	1081	2104
ID	10	952	1568
ID	11	763	1257
ID	12	557	1129
ID	13	420	868
ID	14	366	533
ID	15	249	541
ID	16	199	361
ID	17	86	358
ID	18	110	321
ID	19	77	207
ID	20	51	203
ID	21	28	162
ID	22	15	86
ID	23	29	112
ID	24	5	105
ID	25	0	32
ID	26	5	55
ID	27	0	43
ID	28	0	3
ID	29	0	10
ID	30	0	12
ID	31	0	30
ID	32	0	3
ID	33	0	1
ID	35	0	6
ID	36	0	3
ID	37	0	4
# Indels per cycle. Use `grep ^IC | cut -f 2-` to extract this part. The columns are: cycle, number of insertions (fwd), .. (rev) , number of deletions (fwd), .. (rev)
IC	3	0	0	156	0
IC	4	89	0	1017	0
IC	5	613	0	797	0
IC	6	677	0	630	0
IC	7	571	0	942	0
IC	8	660	0	1217	0
IC	9	801	0	1452	0
IC	10	849	0	1262	0
IC	11	985	0	1549	0
IC	12	1253	0	1432	0
IC	13	990	0	1457	0
IC	14	1167	0	1693	0
IC	15	1083	0	1871	0
IC	16	1405	0	1945	0
IC	17	1434	0	1594	0
IC	18	1429	0	1844	0
IC	19	1284	0	2443	0
IC	20	1439	0	1820	0
IC	21	1418	0	1806	0
IC	22	1671	0	2056	0
IC	23	1385	0	1756	0
IC	24	1234	0	2260	0
IC	25	1497	0	1858	0
IC	26	1429	0	2010	0
IC	27	1344	0	1715	0
IC	28	1294	0	2295	0
IC	29	1512	0	1779	0
IC	30	1709	0	1898	0
IC	31	1541	0	2324	0
IC	32	1533	0	2155	0
IC	33	1475	0	1958	0
IC	34	1479	0	2045	0
IC	35	1427	0	1856	0
IC	36	1437	0	2018	0
IC	37	1633	0	2165	0
IC	38	1760	0	2425	0
IC	39	1286	0	2125	0
IC	40	1479	0	2117	0
IC	41	1673	0	1786	0
IC	42	1624	0	1772	0
IC	43	1505	0	1866	0
IC	44	1589	0	1787	0
IC	45	1495	0	1939	0
IC	46	1173	0	1840	0
IC	47	1256	0	2084	0
IC	48	1290	0	1810	0
IC	49	1366	0	1882	0
IC	50	1554	0	1885	0
IC	51	1288	0	1865	0
IC	52	1156	0	1887	0
IC	53	1464	0	1605	0
IC	54	1061	0	1652	0
IC	55	1143	0	1477	0
IC	56	1304	0	1430	0
IC	57	1099	0	1523	0
IC	58	1111	0	1384	0
IC	59	1168	0	1526	0
IC	60	1150	0	1442	0
IC	61	1085	0	1540	0
IC	62	924	0	1356	0
IC	63	967	0	1446	0
IC	64	947	0	1739	0
IC	65	976	0	1595	0
IC	66	866	0	1369	0
IC	67	819	0	1197	0
IC	68	879	0	1162	0
IC	69	795	0	1031	0
IC	70	805	0	1047	0
IC	71	761	0	1174	0
IC	72	806	0	941	0
IC	73	715	0	935	0
IC	74	689	0	1023	0
IC	75	645	0	932	0
IC	76	424	0	892	0
IC	77	498	0	941	0
IC	78	553	0	785	0
IC	79	513	0	918	0
IC	80	527	0	705	0
IC	81	335	0	811	0
IC	82	367	0	767	0
IC	83	366	0	666	0
IC	84	274	0	518	0
IC	85	423	0	386	0
IC	86	756	0	506	0
IC	87	654	0	657	0
# Coverage distribution. Use `grep ^COV | cut -f 2-` to extract this part.
COV	[1-1]	1	6065810
COV	[2-2]	2	2565950
COV	[3-3]	3	1741618
COV	[4-4]	4	1310418
COV	[5-5]	5	1034382
COV	[6-6]	6	826437
COV	[7-7]	7	679757
COV	[8-8]	8	560989
COV	[9-9]	9	474771
COV	[10-10]	10	406790
COV	[11-11]	11	359270
COV	[12-12]	12	320136
COV	[13-13]	13	292157
COV	[14-14]	14	271824
COV	[15-15]	15	254065
COV	[16-16]	16	245689
COV	[17-17]	17	232410
COV	[18-18]	18	227619
COV	[19-19]	19	223316
COV	[20-20]	20	211684
COV	[21-21]	21	204561
COV	[22-22]	22	198581
COV	[23-23]	23	194157
COV	[24-24]	24	189625
COV	[25-25]	25	188686
COV	[26-26]	26	172846
COV	[27-27]	27	173381
COV	[28-28]	28	163680
COV	[29-29]	29	148848
COV	[30-30]	30	135432
COV	[31-31]	31	125754
COV	[32-32]	32	116709
COV	[33-33]	33	109412
COV	[34-34]	34	98544
COV	[35-35]	35	90890
COV	[36-36]	36	82198
COV	[37-37]	37	70079
COV	[38-38]	38	60976
COV	[39-39]	39	54229
COV	[40-40]	40	48428
COV	[41-41]	41	38714
COV	[42-42]	42	31856
COV	[43-43]	43	27437
COV	[44-44]	44	23673
COV	[45-45]	45	19231
COV	[46-46]	46	16332
COV	[47-47]	47	14537
COV	[48-48]	48	12079
COV	[49-49]	49	10335
COV	[50-50]	50	8118
COV	[51-51]	51	7172
COV	[52-52]	52	6607
COV	[53-53]	53	6106
COV	[54-54]	54	5470
COV	[55-55]	55	5826
COV	[56-56]	56	5298
COV	[57-57]	57	4298
COV	[58-58]	58	3763
COV	[59-59]	59	4201
COV	[60-60]	60	3758
COV	[61-61]	61	3780
COV	[62-62]	62	3376
COV	[63-63]	63	3279
COV	[64-64]	64	2858
COV	[65-65]	65	3071
COV	[66-66]	66	2671
COV	[67-67]	67	2609
COV	[68-68]	68	2416
COV	[69-69]	69	2188
COV	[70-70]	70	1956
COV	[71-71]	71	2060
COV	[72-72]	72	2113
COV	[73-73]	73	1833
COV	[74-74]	74	1699
COV	[75-75]	75	1814
COV	[76-76]	76	1762
COV	[77-77]	77	1798
COV	[78-78]	78	1524
COV	[79-79]	79	1040
COV	[80-80]	80	1278
COV	[81-81]	81	1290
COV	[82-82]	82	1557
COV	[83-83]	83	1689
COV	[84-84]	84	1625
COV	[85-85]	85	1300
COV	[86-86]	86	912
COV	[87-87]	87	992
COV	[88-88]	88	1062
COV	[89-89]	89	1279
COV	[90-90]	90	957
COV	[91-91]	91	721
COV	[92-92]	92	925
COV	[93-93]	93	887
COV	[94-94]	94	1037
COV	[95-95]	95	838
COV	[96-96]	96	789
COV	[97-97]	97	533
COV	[98-98]	98	617
COV	[99-99]	99	672
COV	[100-100]	100	753
COV	[101-101]	101	844
COV	[102-102]	102	667
COV	[103-103]	103	445
COV	[104-104]	104	494
COV	[105-105]	105	674
COV	[106-106]	106	697
COV	[107-107]	107	680
COV	[108-108]	108	681
COV	[109-109]	109	428
COV	[110-110]	110	497
COV	[111-111]	111	525
COV	[112-112]	112	685
COV	[113-113]	113	460
COV	[114-114]	114	519
COV	[115-115]	115	395
COV	[116-116]	116	319
COV	[117-117]	117	312
COV	[118-118]	118	493
COV	[119-119]	119	275
COV	[120-120]	120	224
COV	[121-121]	121	380
COV	[122-122]	122	262
COV	[123-123]	123	339
COV	[124-124]	124	270
COV	[125-125]	125	381
COV	[126-126]	126	422
COV	[127-127]	127	479
COV	[128-128]	128	398
COV	[129-129]	129	364
COV	[130-130]	130	194
COV	[131-131]	131	119
COV	[132-132]	132	198
COV	[133-133]	133	185
COV	[134-134]	134	272
COV	[135-135]	135	102
COV	[136-136]	136	250
COV	[137-137]	137	307
COV	[138-138]	138	230
COV	[139-139]	139	203
COV	[140-140]	140	218
COV	[141-141]	141	215
COV	[142-142]	142	200
COV	[143-143]	143	202
COV	[144-144]	144	280
COV	[145-145]	145	157
COV	[146-146]	146	208
COV	[147-147]	147	229
COV	[148-148]	148	171
COV	[149-149]	149	173
COV	[150-150]	150	313
COV	[151-151]	151	129
COV	[152-152]	152	127
COV	[153-153]	153	202
COV	[154-154]	154	88
COV	[155-155]	155	165
COV	[156-156]	156	184
COV	[157-157]	157	112
COV	[158-158]	158	224
COV	[159-159]	159	169
COV	[160-160]	160	104
COV	[161-161]	161	122
COV	[162-162]	162	154
COV	[163-163]	163	151
COV	[164-164]	164	282
COV	[165-165]	165	132
COV	[166-166]	166	106
COV	[167-167]	167	198
COV	[168-168]	168	206
COV	[169-169]	169	61
COV	[170-170]	170	130
COV	[171-171]	171	169
COV	[172-172]	172	209
COV	[173-173]	173	53
COV	[174-174]	174	100
COV	[175-175]	175	77
COV	[176-176]	176	96
COV	[177-177]	177	126
COV	[178-178]	178	136
COV	[179-179]	179	257
COV	[180-180]	180	124
COV	[181-181]	181	177
COV	[182-182]	182	123
COV	[183-183]	183	89
COV	[184-184]	184	131
COV	[185-185]	185	103
COV	[186-186]	186	74
COV	[187-187]	187	47
COV	[188-188]	188	119
COV	[189-189]	189	151
COV	[190-190]	190	103
COV	[191-191]	191	64
COV	[192-192]	192	77
COV	[193-193]	193	129
COV	[194-194]	194	48
COV	[195-195]	195	29
COV	[196-196]	196	73
COV	[197-197]	197	68
COV	[198-198]	198	26
COV	[199-199]	199	8
COV	[200-200]	200	31
COV	[201-201]	201	27
COV	[202-202]	202	41
COV	[203-203]	203	51
COV	[204-204]	204	76
COV	[205-205]	205	75
COV	[206-206]	206	13
COV	[207-207]	207	97
COV	[208-208]	208	42
COV	[209-209]	209	80
COV	[210-210]	210	113
COV	[211-211]	211	56
COV	[212-212]	212	85
COV	[213-213]	213	117
COV	[214-214]	214	119
COV	[215-215]	215	108
COV	[216-216]	216	23
COV	[217-217]	217	78
COV	[218-218]	218	98
COV	[219-219]	219	73
COV	[220-220]	220	85
COV	[221-221]	221	19
COV	[222-222]	222	10
COV	[223-223]	223	17
COV	[224-224]	224	93
COV	[225-225]	225	66
COV	[226-226]	226	43
COV	[227-227]	227	171
COV	[228-228]	228	183
COV	[229-229]	229	143
COV	[230-230]	230	107
COV	[231-231]	231	61
COV	[232-232]	232	26
COV	[233-233]	233	16
COV	[234-234]	234	50
COV	[235-235]	235	84
COV	[236-236]	236	40
COV	[237-237]	237	94
COV	[238-238]	238	56
COV	[239-239]	239	58
COV	[240-240]	240	18
COV	[241-241]	241	104
COV	[242-242]	242	57
COV	[243-243]	243	42
COV	[244-244]	244	18
COV	[245-245]	245	57
COV	[246-246]	246	47
COV	[247-247]	247	49
COV	[248-248]	248	139
COV	[249-249]	249	36
COV	[250-250]	250	51
COV	[251-251]	251	85
COV	[252-252]	252	61
COV	[253-253]	253	68
COV	[254-254]	254	97
COV	[255-255]	255	83
COV	[256-256]	256	44
COV	[257-257]	257	96
COV	[258-258]	258	113
COV	[259-259]	259	45
COV	[260-260]	260	17
COV	[261-261]	261	8
COV	[262-262]	262	8
COV	[263-263]	263	5
COV	[264-264]	264	4
COV	[265-265]	265	37
COV	[266-266]	266	43
COV	[267-267]	267	53
COV	[268-268]	268	27
COV	[269-269]	269	25
COV	[270-270]	270	54
COV	[271-271]	271	35
COV	[272-272]	272	18
COV	[273-273]	273	20
COV	[274-274]	274	59
COV	[275-275]	275	33
COV	[276-276]	276	16
COV	[277-277]	277	61
COV	[278-278]	278	3
COV	[279-279]	279	23
COV	[280-280]	280	27
COV	[281-281]	281	41
COV	[282-282]	282	5
COV	[285-285]	285	19
COV	[286-286]	286	21
COV	[287-287]	287	3
COV	[288-288]	288	26
COV	[289-289]	289	1
COV	[290-290]	290	10
COV	[291-291]	291	27
COV	[292-292]	292	6
COV	[293-293]	293	3
COV	[294-294]	294	2
COV	[295-295]	295	38
COV	[296-296]	296	34
COV	[297-297]	297	6
COV	[298-298]	298	1
COV	[302-302]	302	1
COV	[303-303]	303	1
COV	[304-304]	304	6
COV	[305-305]	305	16
COV	[306-306]	306	62
COV	[307-307]	307	30
COV	[308-308]	308	4
COV	[309-309]	309	1
COV	[310-310]	310	6
COV	[311-311]	311	13
COV	[312-312]	312	2
COV	[313-313]	313	2
COV	[314-314]	314	44
COV	[315-315]	315	10
COV	[316-316]	316	46
COV	[317-317]	317	15
COV	[318-318]	318	21
COV	[319-319]	319	46
COV	[320-320]	320	10
COV	[321-321]	321	32
COV	[322-322]	322	70
