GCC	62	24.08	25.74	25.85	24.32	0.00	0.00
GCC	63	24.20	25.93	25.75	24.12	0.00	0.00
GCC	64	24.18	25.80	25.64	24.38	0.00	0.00
GCC	65	24.04	26.18	25.86	23.91	0.00	0.00
GCC	66	24.38	25.67	25.55	24.40	0.00	0.00
GCC	67	24.72	25.40	25.30	24.57	0.00	0.00
GCC	68	23.80	26.47	25.95	23.79	0.00	0.00
GCC	69	24.15	26.14	25.65	24.06	0.00	0.00
GCC	70	24.31	25.68	25.58	24.44	0.00	0.00
GCC	71	23.65	26.41	26.37	23.57	0.00	0.00
GCC	72	24.26	26.07	25.49	24.17	0.00	0.00
GCC	73	24.56	25.40	25.53	24.51	0.00	0.00
GCC	74	24.05	25.68	26.08	24.18	0.00	0.00
GCC	75	23.79	26.22	26.09	23.90	0.00	0.00
GCC	76	24.45	25.58	25.46	24.50	0.00	0.00
GCC	77	24.00	25.88	25.78	24.34	0.00	0.00
GCC	78	24.11	25.86	25.74	24.30	0.00	0.00
GCC	79	24.45	25.57	25.36	24.62	0.00	0.00
GCC	80	24.54	25.86	25.55	24.06	0.00	0.00
GCC	81	23.61	26.21	26.38	23.80	0.00	0.00
GCC	82	25.43	24.56	25.05	24.97	0.00	0.00
GCC	83	24.57	25.21	25.58	24.64	0.00	0.00
GCC	84	24.62	25.34	25.28	24.76	0.00	0.00
GCC	85	24.61	25.34	25.44	24.60	0.00	0.00
GCC	86	24.15	26.07	25.62	24.15	0.00	0.00
GCC	87	23.90	26.17	25.89	24.03	0.00	0.00
GCC	88	24.98	24.92	24.88	25.22	0.00	0.00
GCC	89	24.30	25.83	25.59	24.28	0.00	0.00
GCC	90	24.59	25.29	25.51	24.61	0.00	0.00
# ACGT content per cycle, read oriented. Use `grep ^GCT | cut -f 2-` to extract this part. The columns are: cycle; A,C,G,T base counts as a percentage of all A/C/G/T bases [%]
GCT	1	0.00	0.00	0.00	100.00
GCT	2	0.00	0.00	100.00	0.00
GCT	3	0.00	100.00	0.00	0.00
GCT	4	100.00	0.00	0.00	0.00
GCT	5	0.00	0.00	100.00	0.00
GCT	6	22.54	29.30	29.08	19.08
GCT	7	26.74	21.33	28.80	23.13
GCT	8	24.44	28.39	26.97	20.20
GCT	9	23.31	29.40	24.48	22.81
GCT	10	26.27	22.67	25.13	25.94
GCT	11	22.41	25.79	28.77	23.03
GCT	12	24.82	26.76	27.61	20.81
GCT	13	24.83	23.01	26.64	25.52
GCT	14	21.91	25.16	29.89	23.04
GCT	15	23.05	25.16	28.22	23.57
GCT	16	25.53	23.71	27.18	23.58
GCT	17	21.82	27.97	27.33	22.87
GCT	18	23.51	27.85	25.39	23.25
GCT	19	23.92	27.54	24.30	24.25
GCT	20	22.30	28.39	25.69	23.62
GCT	21	24.71	26.94	25.38	22.98
GCT	22	24.09	24.71	26.17	25.03
GCT	23	22.53	25.66	29.10	22.70
GCT	24	24.66	24.99	27.88	22.46
GCT	25	24.88	24.38	25.35	25.39
GCT	26	22.72	25.26	28.07	23.95
GCT	27	23.78	26.45	26.90	22.87
GCT	28	24.42	26.15	25.22	24.21
GCT	29	23.87	26.15	26.91	23.08
GCT	30	22.54	27.24	25.92	24.30
GCT	31	24.37	24.53	26.79	24.31
GCT	32	22.94	27.15	27.03	22.88
GCT	33	24.39	26.63	26.48	22.51
GCT	34	24.68	25.83	25.18	24.31
GCT	35	22.87	26.91	26.30	23.93
GCT	36	23.47	27.15	25.62	23.76
GCT	37	23.86	26.65	24.96	24.53
GCT	38	21.46	27.61	26.59	24.34
GCT	39	21.66	29.07	25.41	23.85
GCT	40	22.50	27.36	24.80	25.34
GCT	41	22.86	27.58	26.49	23.06
GCT	42	23.17	28.32	24.84	23.68
GCT	43	24.99	25.86	25.02	24.13
GCT	44	23.37	27.84	25.66	23.13
GCT	45	24.03	26.71	25.25	24.01
GCT	46	24.55	25.78	25.69	23.98
GCT	47	23.18	26.73	26.20	23.90
GCT	48	23.93	27.41	25.03	23.64
GCT	49	24.18	26.30	24.64	24.88
GCT	50	23.32	26.79	26.02	23.88
GCT	51	23.88	27.05	25.34	23.74
GCT	52	24.24	26.00	25.17	24.60
GCT	53	23.85	26.55	25.41	24.18
GCT	54	24.10	26.99	25.00	23.91
GCT	55	23.79	26.39	24.67	25.14
GCT	56	23.57	26.98	25.07	24.39
GCT	57	24.14	27.43	24.43	24.01
GCT	58	25.03	26.07	24.02	24.89
GCT	59	22.61	27.26	25.53	24.60
GCT	60	24.00	27.01	24.93	24.06
GCT	61	23.88	26.83	24.79	24.50
GCT	62	23.90	26.62	24.98	24.51
GCT	63	24.15	26.01	25.67	24.17
GCT	64	23.97	26.48	24.96	24.58
GCT	65	23.58	26.80	25.25	24.38
GCT	66	24.47	26.28	24.94	24.31
GCT	67	24.44	25.91	24.79	24.86
GCT	68	23.66	26.63	25.78	23.92
GCT	69	23.50	27.15	24.63	24.71
GCT	70	23.88	26.03	25.23	24.86
GCT	71	23.58	27.78	25.00	23.64
GCT	72	24.91	26.82	24.75	23.52
GCT	73	24.71	26.25	24.68	24.36
GCT	74	24.11	26.75	25.01	24.12
GCT	75	23.90	26.99	25.32	23.79
GCT	76	24.28	26.40	24.65	24.67
GCT	77	24.45	27.16	24.50	23.88
GCT	78	24.18	26.85	24.74	24.23
GCT	79	24.43	26.18	24.75	24.63
GCT	80	24.92	26.04	25.36	23.68
GCT	81	24.32	27.16	25.42	23.09
GCT	82	26.72	25.38	24.23	23.67
GCT	83	24.81	26.43	24.36	24.40
GCT	84	25.19	26.49	24.13	24.20
GCT	85	25.30	25.06	25.73	23.92
GCT	86	24.51	24.61	27.09	23.80
GCT	87	25.65	25.52	26.55	22.29
GCT	88	27.05	24.37	25.42	23.16
GCT	89	26.05	23.98	27.44	22.53
GCT	90	27.42	24.36	26.44	21.78
# ACGT content per cycle for first fragments. Use `grep ^FBC | cut -f 2-` to extract this part. The columns are: cycle; A,C,G,T base counts as a percentage of all A/C/G/T bases [%]; and N and O counts as a percentage of all A/C/G/T bases [%]
FBC	1	47.34	0.00	0.00	52.66	0.00	0.00
FBC	2	0.00	47.34	52.66	0.00	0.00	0.00
FBC	3	0.00	52.66	47.34	0.00	0.00	0.00
FBC	4	52.66	0.00	0.00	47.34	0.00	0.00
FBC	5	0.00	47.34	52.66	0.00	0.00	0.00
FBC	6	20.79	29.24	29.14	20.83	0.00	0.00
FBC	7	25.17	24.86	25.27	24.70	0.00	0.00
FBC	8	22.47	27.78	27.58	22.17	0.00	0.00
FBC	9	23.22	27.30	26.58	22.90	0.00	0.00
FBC	10	25.95	23.92	23.88	26.25	0.00	0.00
FBC	11	22.72	27.08	27.47	22.73	0.00	0.00
FBC	12	22.79	27.23	27.14	22.84	0.00	0.00
FBC	13	25.09	24.73	24.92	25.26	0.00	0.00
FBC	14	22.16	27.32	27.73	22.79	0.00	0.00
FBC	15	23.20	26.64	26.74	23.42	0.00	0.00
FBC	16	24.38	25.47	25.42	24.73	0.00	0.00
FBC	17	22.27	27.46	27.85	22.42	0.00	0.00
FBC	18	23.24	26.66	26.59	23.52	0.00	0.00
FBC	19	23.95	25.94	25.90	24.22	0.00	0.00
FBC	20	22.59	27.11	26.97	23.33	0.00	0.00
FBC	21	23.86	26.24	26.07	23.82	0.00	0.00
FBC	22	24.44	25.50	25.38	24.68	0.00	0.00
FBC	23	22.62	27.35	27.42	22.61	0.00	0.00
FBC	24	23.40	26.38	26.50	23.72	0.00	0.00
FBC	25	25.17	24.82	24.91	25.10	0.00	0.00
FBC	26	23.13	26.56	26.77	23.54	0.00	0.00
FBC	27	23.19	26.64	26.72	23.45	0.00	0.00
FBC	28	24.27	25.73	25.64	24.36	0.00	0.00
FBC	29	23.44	26.66	26.39	23.51	0.00	0.00
FBC	30	23.36	26.64	26.51	23.49	0.00	0.00
FBC	31	24.27	25.80	25.53	24.40	0.00	0.00
FBC	32	22.57	27.15	27.03	23.25	0.00	0.00
FBC	33	23.56	26.68	26.42	23.34	0.00	0.00
FBC	34	24.48	25.54	25.47	24.51	0.00	0.00
FBC	35	23.29	26.57	26.64	23.51	0.00	0.00
FBC	36	23.60	26.45	26.32	23.63	0.00	0.00
FBC	37	24.12	26.00	25.61	24.26	0.00	0.00
FBC	38	22.81	27.30	26.89	23.00	0.00	0.00
FBC	39	22.56	27.37	27.12	22.96	0.00	0.00
FBC	40	23.75	26.19	25.97	24.09	0.00	0.00
FBC	41	23.00	27.05	27.02	22.93	0.00	0.00
FBC	42	23.42	26.81	26.35	23.42	0.00	0.00
FBC	43	24.53	25.51	25.37	24.59	0.00	0.00
FBC	44	23.12	26.87	26.64	23.38	0.00	0.00
FBC	45	24.08	26.16	25.80	23.96	0.00	0.00
FBC	46	24.31	25.75	25.72	24.22	0.00	0.00
FBC	47	23.40	26.44	26.48	23.67	0.00	0.00
FBC	48	23.71	26.23	26.21	23.85	0.00	0.00
FBC	49	24.44	25.73	25.21	24.62	0.00	0.00
FBC	50	23.60	26.68	26.12	23.60	0.00	0.00
FBC	51	23.77	26.30	26.09	23.84	0.00	0.00
FBC	52	24.39	25.64	25.52	24.45	0.00	0.00
FBC	53	23.89	26.16	25.81	24.14	0.00	0.00
FBC	54	24.08	26.25	25.74	23.93	0.00	0.00
FBC	55	24.38	25.63	25.43	24.56	0.00	0.00
FBC	56	23.95	26.04	26.00	24.01	0.00	0.00
FBC	57	24.07	25.95	25.91	24.07	0.00	0.00
FBC	58	24.95	25.18	24.90	24.97	0.00	0.00
FBC	59	23.69	26.66	26.13	23.52	0.00	0.00
FBC	60	24.00	26.28	25.66	24.06	0.00	0.00
FBC	61	24.19	25.87	25.75	24.19	0.00	0.00
FBC	62	24.08	25.74	25.85	24.32	0.00	0.00
FBC	63	24.20	25.93	25.75	24.12	0.00	0.00
FBC	64	24.18	25.80	25.64	24.38	0.00	0.00
FBC	65	24.04	26.18	25.86	23.91	0.00	0.00
FBC	66	24.38	25.67	25.55	24.40	0.00	0.00
FBC	67	24.72	25.40	25.30	24.57	0.00	0.00
FBC	68	23.80	26.47	25.95	23.79	0.00	0.00
FBC	69	24.15	26.14	25.65	24.06	0.00	0.00
FBC	70	24.31	25.68	25.58	24.44	0.00	0.00
FBC	71	23.65	26.41	26.37	23.57	0.00	0.00
FBC	72	24.26	26.07	25.49	24.17	0.00	0.00
FBC	73	24.56	25.40	25.53	24.51	0.00	0.00
FBC	74	24.05	25.68	26.08	24.18	0.00	0.00
FBC	75	23.79	26.22	26.09	23.90	0.00	0.00
FBC	76	24.45	25.58	25.46	24.50	0.00	0.00
FBC	77	24.00	25.88	25.78	24.34	0.00	0.00
FBC	78	24.11	25.86	25.74	24.30	0.00	0.00
FBC	79	24.45	25.57	25.36	24.62	0.00	0.00
FBC	80	24.54	25.86	25.55	24.06	0.00	0.00
FBC	81	23.61	26.21	26.38	23.80	0.00	0.00
FBC	82	25.43	24.56	25.05	24.97	0.00	0.00
FBC	83	24.57	25.21	25.58	24.64	0.00	0.00
FBC	84	24.62	25.34	25.28	24.76	0.00	0.00
FBC	85	24.61	25.34	25.44	24.60	0.00	0.00
FBC	86	24.15	26.07	25.62	24.15	0.00	0.00
FBC	87	23.90	26.17	25.89	24.03	0.00	0.00
FBC	88	24.98	24.92	24.88	25.22	0.00	0.00
FBC	89	24.30	25.83	25.59	24.28	0.00	0.00
FBC	90	24.59	25.29	25.51	24.61	0.00	0.00
# ACGT raw counters for first fragments. Use `grep ^FTC | cut -f 2-` to extract this part. The columns are: A,C,G,T,N base counters
FTC	25853039	29030509	28992567	25951441	0
# ACGT content per cycle for last fragments. Use `grep ^LBC | cut -f 2-` to extract this part. The columns are: cycle; A,C,G,T base counts as a percentage of all A/C/G/T bases [%]; and N and O counts as a percentage of all A/C/G/T bases [%]
# ACGT raw counters for last fragments. Use `grep ^LTC | cut -f 2-` to extract this part. The columns are: A,C,G,T,N base counters
LTC	0	0	0	0	0
# Insert sizes. Use `grep ^IS | cut -f 2-` to extract this part. The columns are: insert size, pairs total, inward oriented pairs, outward oriented pairs, other pairs
# Read lengths. Use `grep ^RL | cut -f 2-` to extract this part. The columns are: read length, count
RL	40	20166
RL	41	22454
RL	42	19369
RL	43	34642
RL	44	17762
RL	45	29744
RL	46	22040
RL	47	18164
RL	48	20497
RL	49	16276
RL	50	16489
RL	51	15628
RL	52	16727
RL	53	16712
RL	54	20839
RL	55	17174
RL	56	18809
RL	57	16270
RL	58	18608
RL	59	14487
RL	60	15365
RL	61	15692
RL	62	17464
RL	63	14619
RL	64	15872
RL	65	15399
RL	66	13522
RL	67	14105
RL	68	13025
RL	69	13963
RL	70	14460
RL	71	13706
RL	72	18904
RL	73	16365
RL	74	13650
RL	75	12017
RL	76	13609
RL	77	12997
RL	78	14374
RL	79	245
RL	80	400
RL	81	600
RL	82	641
RL	83	714
RL	84	749
RL	85	798
RL	86	852
RL	87	998
RL	88	1768
RL	89	6363
RL	90	780525
# Read lengths - first fragments. Use `grep ^FRL | cut -f 2-` to extract this part. The columns are: read length, count
FRL	40	20166
FRL	41	22454
FRL	42	19369
FRL	43	34642
FRL	44	17762
FRL	45	29744
FRL	46	22040
FRL	47	18164
FRL	48	20497
FRL	49	16276
FRL	50	16489
FRL	51	15628
FRL	52	16727
FRL	53	16712
FRL	54	20839
FRL	55	17174
FRL	56	18809
FRL	57	16270
FRL	58	18608
FRL	59	14487
FRL	60	15365
FRL	61	15692
FRL	62	17464
FRL	63	14619
FRL	64	15872
FRL	65	15399
FRL	66	13522
FRL	67	14105
FRL	68	13025
FRL	69	13963
FRL	70	14460
FRL	71	13706
FRL	72	18904
FRL	73	16365
FRL	74	13650
FRL	75	12017
FRL	76	13609
FRL	77	12997
FRL	78	14374
FRL	79	245
FRL	80	400
FRL	81	600
FRL	82	641
FRL	83	714
FRL	84	749
FRL	85	798
FRL	86	852
FRL	87	998
FRL	88	1768
FRL	89	6363
FRL	90	780525
# Read lengths - last fragments. Use `grep ^LRL | cut -f 2-` to extract this part. The columns are: read length, count
# Mapping qualities for reads !(UNMAP|SECOND|SUPPL|QCFAIL|DUP). Use `grep ^MAPQ | cut -f 2-` to extract this part. The columns are: mapq, count
MAPQ	0	171536
MAPQ	1	1823
MAPQ	2	3860
MAPQ	3	3034
MAPQ	4	2311
MAPQ	5	2206
MAPQ	6	2131
MAPQ	7	2608
MAPQ	8	2543
MAPQ	9	2887
MAPQ	10	2825
MAPQ	11	1566
MAPQ	12	1400
MAPQ	13	1089
MAPQ	14	659
MAPQ	15	696
MAPQ	16	723
MAPQ	17	900
MAPQ	18	907
MAPQ	19	1148
MAPQ	20	1132
MAPQ	21	1050
MAPQ	22	1686
MAPQ	23	1352
MAPQ	24	1973
MAPQ	25	1849
MAPQ	26	1284
MAPQ	27	1803
MAPQ	28	1053
MAPQ	29	950
MAPQ	30	1313
MAPQ	31	878
MAPQ	32	1151
MAPQ	33	1386
MAPQ	34	911
MAPQ	35	1171
MAPQ	36	803
MAPQ	37	1183
MAPQ	38	1108
MAPQ	39	1237
MAPQ	40	1341
MAPQ	41	1134
MAPQ	42	1448
MAPQ	43	1146
MAPQ	44	2055
MAPQ	45	1250
MAPQ	46	1266
MAPQ	47	1848
MAPQ	48	1588
MAPQ	49	2354
MAPQ	50	1923
MAPQ	51	1749
MAPQ	52	2075
MAPQ	53	1408
MAPQ	54	3688
MAPQ	55	2427
MAPQ	56	2037
MAPQ	57	2445
MAPQ	58	2335
MAPQ	59	3201
MAPQ	60	1118303
# Indel distribution. Use `grep ^ID | cut -f 2-` to extract this part. The columns are: length, number of insertions, number of deletions
ID	1	27473	38146
ID	2	8334	11264
ID	3	4551	5404
ID	4	2747	3493
ID	5	1753	2395
ID	6	1656	2347
ID	7	934	1515
ID	8	847	1463
ID	9	588	1192
ID	10	504	1018
ID	11	414	729
ID	12	269	512
ID	13	237	460
ID	14	218	293
ID	15	128	287
ID	16	127	212
ID	17	45	183
ID	18	62	177
ID	19	39	116
ID	20	26	111
ID	21	18	92
ID	22	7	35
ID	23	22	79
ID	24	2	49
ID	25	0	29
ID	26	5	44
ID	27	0	42
ID	28	0	10
ID	29	0	5
ID	30	0	7
ID	31	0	22
ID	32	0	4
ID	33	0	4
ID	35	0	1
ID	36	0	2
ID	37	0	11
# Indels per cycle. Use `grep ^IC | cut -f 2-` to extract this part. The columns are: cycle, number of insertions (fwd), .. (rev) , number of deletions (fwd), .. (rev)
IC	3	0	0	97	0
IC	4	38	0	611	0
IC	5	371	0	386	0
IC	6	291	0	302	0
IC	7	337	0	555	0
IC	8	384	0	748	0
IC	9	462	0	703	0
IC	10	528	0	681	0
IC	11	613	0	890	0
IC	12	652	0	835	0
IC	13	662	0	852	0
IC	14	580	0	887	0
IC	15	602	0	1137	0
IC	16	776	0	1163	0
IC	17	847	0	1033	0
IC	18	758	0	979	0
IC	19	662	0	1252	0
IC	20	796	0	970	0
IC	21	818	0	1075	0
IC	22	958	0	1082	0
IC	23	700	0	1027	0
IC	24	777	0	1292	0
IC	25	846	0	1087	0
IC	26	762	0	1072	0
IC	27	756	0	1119	0
IC	28	695	0	1316	0
IC	29	944	0	968	0
IC	30	912	0	1201	0
IC	31	756	0	1295	0
IC	32	921	0	1429	0
IC	33	911	0	1168	0
IC	34	851	0	1176	0
IC	35	888	0	1072	0
IC	36	798	0	1165	0
IC	37	968	0	1220	0
IC	38	902	0	1286	0
IC	39	786	0	1168	0
IC	40	844	0	1291	0
IC	41	860	0	1037	0
IC	42	890	0	1006	0
IC	43	846	0	1073	0
IC	44	827	0	1110	0
IC	45	786	0	1133	0
IC	46	675	0	1082	0
IC	47	709	0	1134	0
IC	48	725	0	1087	0
IC	49	767	0	1044	0
IC	50	821	0	1001	0
IC	51	760	0	1060	0
IC	52	679	0	1012	0
IC	53	765	0	1037	0
IC	54	661	0	917	0
IC	55	575	0	803	0
IC	56	675	0	834	0
IC	57	692	0	908	0
IC	58	525	0	768	0
IC	59	630	0	742	0
IC	60	682	0	893	0
IC	61	603	0	910	0
IC	62	579	0	707	0
IC	63	632	0	750	0
IC	64	488	0	911	0
IC	65	486	0	858	0
IC	66	527	0	682	0
IC	67	487	0	673	0
IC	68	461	0	659	0
IC	69	476	0	517	0
IC	70	435	0	574	0
IC	71	414	0	596	0
IC	72	439	0	509	0
IC	73	347	0	540	0
IC	74	340	0	570	0
IC	75	335	0	481	0
IC	76	272	0	424	0
IC	77	295	0	603	0
IC	78	330	0	476	0
IC	79	278	0	459	0
IC	80	278	0	337	0
IC	81	213	0	419	0
IC	82	221	0	346	0
IC	83	176	0	330	0
IC	84	158	0	254	0
IC	85	210	0	205	0
IC	86	457	0	314	0
IC	87	367	0	378	0
# Coverage distribution. Use `grep ^COV | cut -f 2-` to extract this part.
COV	[1-1]	1	5482150
COV	[2-2]	2	2455512
COV	[3-3]	3	1571979
COV	[4-4]	4	1110742
COV	[5-5]	5	829462
COV	[6-6]	6	657277
COV	[7-7]	7	543824
COV	[8-8]	8	488117
COV	[9-9]	9	444125
COV	[10-10]	10	413524
COV	[11-11]	11	390064
COV	[12-12]	12	355906
COV	[13-13]	13	331094
COV	[14-14]	14	302687
COV	[15-15]	15	277940
COV	[16-16]	16	254514
COV	[17-17]	17	231130
COV	[18-18]	18	199759
COV	[19-19]	19	174971
COV	[20-20]	20	148133
COV	[21-21]	21	121827
COV	[22-22]	22	100921
COV	[23-23]	23	79776
COV	[24-24]	24	61950
COV	[25-25]	25	52639
COV	[26-26]	26	40806
COV	[27-27]	27	29741
COV	[28-28]	28	24907
COV	[29-29]	29	20010
COV	[30-30]	30	14598
COV	[31-31]	31	11670
COV	[32-32]	32	10456
COV	[33-33]	33	7672
COV	[34-34]	34	6710
COV	[35-35]	35	5835
COV	[36-36]	36	6159
COV	[37-37]	37	4222
COV	[38-38]	38	4142
COV	[39-39]	39	4132
COV	[40-40]	40	3627
COV	[41-41]	41	3789
COV	[42-42]	42	2946
COV	[43-43]	43	3485
COV	[44-44]	44	3213
COV	[45-45]	45	2536
COV	[46-46]	46	2699
COV	[47-47]	47	2172
COV	[48-48]	48	2690
COV	[49-49]	49	2158
COV	[50-50]	50	1686
COV	[51-51]	51	1667
COV	[52-52]	52	1640
COV	[53-53]	53	1935
COV	[54-54]	54	1323
COV	[55-55]	55	1379
COV	[56-56]	56	987
COV	[57-57]	57	1328
COV	[58-58]	58	1328
COV	[59-59]	59	1315
COV	[60-60]	60	940
COV	[61-61]	61	910
COV	[62-62]	62	1021
COV	[63-63]	63	891
COV	[64-64]	64	748
COV	[65-65]	65	692
COV	[66-66]	66	186
COV	[67-67]	67	312
COV	[68-68]	68	554
COV	[69-69]	69	215
COV	[70-70]	70	379
COV	[71-71]	71	431
COV	[72-72]	72	413
COV	[73-73]	73	420
COV	[74-74]	74	472
COV	[75-75]	75	465
COV	[76-76]	76	315
COV	[77-77]	77	294
COV	[78-78]	78	245
COV	[79-79]	79	347
COV	[80-80]	80	311
COV	[81-81]	81	479
COV	[82-82]	82	343
COV	[83-83]	83	271
COV	[84-84]	84	292
COV	[85-85]	85	157
COV	[86-86]	86	382
COV	[87-87]	87	356
COV	[88-88]	88	300
COV	[89-89]	89	325
COV	[90-90]	90	215
COV	[91-91]	91	261
COV	[92-92]	92	231
COV	[93-93]	93	149
COV	[94-94]	94	189
COV	[95-95]	95	183
COV	[96-96]	96	225
COV	[97-97]	97	152
COV	[98-98]	98	168
COV	[99-99]	99	246
COV	[100-100]	100	248
COV	[101-101]	101	27
COV	[102-102]	102	169
COV	[103-103]	103	75
COV	[104-104]	104	251
COV	[105-105]	105	215
COV	[106-106]	106	249
COV	[107-107]	107	105
COV	[108-108]	108	72
COV	[109-109]	109	69
COV	[110-110]	110	118
COV	[111-111]	111	157
COV	[112-112]	112	261
COV	[113-113]	113	140
COV	[114-114]	114	129
COV	[115-115]	115	184
COV	[116-116]	116	235
COV	[117-117]	117	181
COV	[118-118]	118	177
COV	[119-119]	119	138
COV	[120-120]	120	95
COV	[121-121]	121	85
COV	[122-122]	122	156
COV	[123-123]	123	230
COV	[124-124]	124	38
COV	[125-125]	125	3
COV	[126-126]	126	77
COV	[127-127]	127	101
COV	[128-128]	128	36
COV	[129-129]	129	65
COV	[130-130]	130	52
COV	[131-131]	131	142
COV	[132-132]	132	105
COV	[133-133]	133	70
COV	[134-134]	134	48
COV	[135-135]	135	50
COV	[136-136]	136	48
COV	[137-137]	137	30
COV	[138-138]	138	158
COV	[139-139]	139	124
COV	[140-140]	140	118
COV	[141-141]	141	147
COV	[142-142]	142	143
COV	[143-143]	143	65
COV	[144-144]	144	6
COV	[145-145]	145	39
COV	[146-146]	146	39
COV	[147-147]	147	1
COV	[148-148]	148	33
COV	[150-150]	150	5
COV	[152-152]	152	46
COV	[153-153]	153	56
COV	[154-154]	154	51
COV	[155-155]	155	95
COV	[156-156]	156	73
COV	[157-157]	157	37
COV	[158-158]	158	52
COV	[159-159]	159	47
COV	[160-160]	160	12
COV	[161-161]	161	50
COV	[162-162]	162	64
COV	[163-163]	163	58
COV	[164-164]	164	134
COV	[165-165]	165	47
COV	[166-166]	166	41
COV	[167-167]	167	83
COV	[168-168]	168	46
COV	[169-169]	169	112
COV	[170-170]	170	41
COV	[171-171]	171	10
COV	[172-172]	172	53
COV	[173-173]	173	2
COV	[174-174]	174	30
COV	[175-175]	175	5
COV	[176-176]	176	41
COV	[177-177]	177	33
COV	[178-178]	178	41
COV	[179-179]	179	45
COV	[180-180]	180	114
COV	[181-181]	181	45
COV	[182-182]	182	28
COV	[183-183]	183	14
COV	[184-184]	184	119
COV	[185-185]	185	25
COV	[186-186]	186	22
COV	[187-187]	187	41
COV	[188-188]	188	119
COV	[189-189]	189	118
COV	[190-190]	190	126
COV	[191-191]	191	70
COV	[192-192]	192	74
COV	[193-193]	193	16
COV	[194-194]	194	110
COV	[195-195]	195	3
COV	[196-196]	196	1
COV	[197-197]	197	2
COV	[198-198]	198	24
COV	[199-199]	199	43
COV	[200-200]	200	6
COV	[201-201]	201	9
COV	[202-202]	202	3
COV	[203-203]	203	11
COV	[204-204]	204	98
COV	[206-206]	206	3
COV	[207-207]	207	46
COV	[208-208]	208	1
COV	[209-209]	209	2
COV	[210-210]	210	53
COV	[211-211]	211	1
COV	[212-212]	212	10
COV	[213-213]	213	54
COV	[214-214]	214	66
COV	[216-216]	216	4
COV	[217-217]	217	1
COV	[218-218]	218	10
COV	[219-219]	219	7
COV	[220-220]	220	32
COV	[221-221]	221	3
COV	[222-222]	222	30
COV	[223-223]	223	3
COV	[224-224]	224	1
COV	[225-225]	225	17
COV	[226-226]	226	6
COV	[227-227]	227	9
COV	[228-228]	228	54
COV	[229-229]	229	44
COV	[230-230]	230	10
COV	[231-231]	231	49
COV	[232-232]	232	47
COV	[233-233]	233	45
COV	[234-234]	234	1
COV	[235-235]	235	21
COV	[236-236]	236	10
COV	[237-237]	237	10
COV	[238-238]	238	33
COV	[239-239]	239	16
COV	[240-240]	240	2
COV	[241-241]	241	5
COV	[242-242]	242	68
COV	[243-243]	243	91
COV	[244-244]	244	32
COV	[245-245]	245	32
COV	[246-246]	246	2
COV	[247-247]	247	11
COV	[248-248]	248	49
COV	[249-249]	249	1
COV	[251-251]	251	1
COV	[252-252]	252	5
COV	[253-253]	253	49
COV	[254-254]	254	7
COV	[255-255]	255	37
COV	[256-256]	256	3
COV	[263-263]	263	1
COV	[264-264]	264	5
COV	[267-267]	267	1
COV	[269-269]	269	23
COV	[270-270]	270	17
COV	[271-271]	271	41
COV	[273-273]	273	1
COV	[274-274]	274	2
COV	[276-276]	276	4
COV	[278-278]	278	1
COV	[279-279]	279	39
COV	[284-284]	284	1
COV	[287-287]	287	6
COV	[290-290]	290	2
COV	[291-291]	291	5
COV	[292-292]	292	4
COV	[293-293]	293	36
COV	[294-294]	294	35
COV	[296-296]	296	2
COV	[297-297]	297	40
COV	[298-298]	298	34
COV	[299-299]	299	13
COV	[300-300]	300	4
COV	[301-301]	301	2
COV	[302-302]	302	1
COV	[303-303]	303	4
COV	[304-304]	304	2
COV	[305-305]	305	11
COV	[306-306]	306	55
COV	[307-307]	307	1
COV	[314-314]	314	2
COV	[315-315]	315	2
COV	[316-316]	316	1
COV	[319-319]	319	3
COV	[321-321]	321	7
COV	[322-322]	322	2
COV	[323-323]	323	2
COV	[325-325]	325	4
COV	[326-326]	326	1
COV	[327-327]	327	3
COV	[334-334]	334	1
COV	[336-336]	336	3
COV	[340-340]	340	2
COV	[341-341]	341	3
COV	[342-342]	342	15
COV	[343-343]	343	61
COV	[349-349]	349	1
COV	[350-350]	350	7
COV	[351-351]	351	4
COV	[352-352]	352	2
COV	[353-353]	353	3
COV	[354-354]	354	10
COV	[356-356]	356	1
COV	[357-357]	357	7
COV	[358-358]	358	31
COV	[366-366]	366	1
COV	[369-369]	369	3
COV	[379-379]	379	1
COV	[381-381]	381	1
COV	[382-382]	382	41
COV	[461-461]	461	2
COV	[462-462]	462	18
COV	[463-463]	463	12
COV	[481-481]	481	2
COV	[482-482]	482	2
COV	[485-485]	485	4
COV	[564-564]	564	1
COV	[569-569]	569	1
COV	[573-573]	573	2
COV	[773-773]	773	1
COV	[781-781]	781	1
COV	[782-782]	782	2
COV	[783-783]	783	7
COV	[784-784]	784	22
COV	[785-785]	785	25
COV	[1000<]	1000	114
# GC-depth. Use `grep ^GCD | cut -f 2-` to extract this part. The columns are: GC%, unique sequence percentiles, 10th, 25th, 50th, 75th and 90th depth percentile
GCD	0.0	0.239	0.004	0.004	0.004	0.007	0.011
GCD	0.5	0.241	0.004	0.004	0.004	0.004	0.004
GCD	8.0	0.252	0.019	0.019	0.019	0.021	0.022
GCD	9.0	0.258	0.015	0.015	0.019	0.022	0.022
GCD	11.0	0.263	0.011	0.011	0.020	0.030	0.030
